name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fir_close,hours_sat_open,hours_sat_close,6
Fu's Palace,chinese,,8751 W Pico Blvd,Los Angeles,90035,3102717887.0,2.0,3.5,334,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2230.0,1130.0,2230.0,1130.0,2130.0,
COD Restaurant,seafood,live/raw food,8408 W 3rd St,Los Angeles,90048,3236589188.0,3.0,4.5,335,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2400.0,1700.0,200.0,1145.0,200.0,1145.0,2300.0,
Souplantation,vegetarian,buffets,100 N La Cienega Blvd,Los Angeles,90048,3102899610.0,2.0,3.5,295,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1000.0,2100.0,
Cuvee,american (new),breakfast & brunch,145 S Robertson Blvd,Los Angeles,90048,3102714333.0,2.0,3.5,313,830.0,2130.0,830.0,2130.0,830.0,2130.0,830.0,2130.0,830.0,2130.0,830.0,2130.0,830.0,1700.0,
Jeff's Gourmet Sausage Factory,delis,kosher,8930 W Pico Blvd,Los Angeles,90035,3108588590.0,2.0,4.0,350,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,930.0,1400.0,1100.0,2300.0,,,
Mama's Secret,coffee & tea,mediterranean,8314 W 3rd St,Los Angeles,90048,3234243482.0,2.0,3.5,323,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,
Dr Sandwich,mediterranean,sandwiches,9113 W Olympic Blvd,Beverly Hills,90212,3102787777.0,2.0,4.0,346,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,1430.0,1100.0,2200.0,,,
Super Pizza,pizza,,204 W Rosecrans Ave,Compton,90222,3108849585.0,1.0,4.5,31,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,
Los Tres Pollos,mexican,chicken shop,525 E Rosecrans Ave,Compton,90221,3107633913.0,1.0,4.0,36,830.0,2000.0,830.0,2000.0,830.0,2000.0,830.0,2000.0,830.0,2000.0,830.0,2000.0,830.0,2000.0,
Ruben's Bakery and Mexican Food,bakeries,mexican,2701 N Santa Fe Ave,Compton,90222,3105370361.0,1.0,4.0,29,600.0,1900.0,600.0,1900.0,600.0,1900.0,600.0,1900.0,600.0,1900.0,600.0,1900.0,600.0,1900.0,
Pop's Chicken,chicken wings,,117 E Rosecrans Ave,Compton,90222,3105377535.0,1.0,4.5,26,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,
Mariscos Las Islas Marias,mexican,seafood,627 W Rosecrans Ave,Compton,90222,3106350446.0,2.0,3.0,32,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2400.0,900.0,2400.0,900.0,2400.0,
Anna's Fish Market,fish & chips,,1601 N Wilmington Ave,Compton,90222,3106370161.0,1.0,4.5,24,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,,,
Taqueria Zavalas,mexican,,518 E Rosecrans Ave,Compton,90221,3106397852.0,1.0,3.5,21,,,,,,,,,,,,,,,
Tacos Mexico,mexican,,679 E Rosecrans,Compton,90221,,1.0,2.5,15,,,,,,,,,,,,,,,
Restaurant Onofre,mexican,,12417 S Alameda St,Compton,90222,3106378419.0,1.0,4.0,17,,,,,,,,,,,,,,,
Uruapan Taco,mexican,,604 E El Segundo Blvd,Compton,90222,3108860301.0,1.0,4.0,16,800.0,1830.0,800.0,1830.0,800.0,1830.0,800.0,1830.0,800.0,1830.0,800.0,1830.0,800.0,1630.0,
Taco Truck,mexican,,13201 S Alameda St,Compton,90222,,1.0,4.0,14,,,,,,,,,,,,,,,
El Cielo,salvadoran,mexican,2020 N Santa Fe Ave,Compton,90221,4247857393.0,1.0,4.0,11,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,
Jack in the Box,fast food,burgers,701 E Rosecrans Ave,COMPTON,90221,3106081083.0,1.0,2.0,9,600.0,200.0,600.0,200.0,600.0,200.0,600.0,200.0,600.0,400.0,400.0,400.0,600.0,200.0,
El Zocalo,mexican,,217 W Rosecrans Ave,Compton,90222,3106372133.0,1.0,2.5,13,,,,,,,,,,,,,,,
El Potrero Restaurant,mexican,,810 W Rosecrans Ave,Compton,90222,3106693032.0,1.0,3.5,3,,,,,,,,,,,,,,,
Hit the Spot Burger,restaurants,,12813 S Willowbrook Ave,Compton,90222,3106387136.0,1.0,3.5,7,,,,,,,,,,,,,,,
Quesadillas and Gorditas,mexican,,13407 S Alameda St,Compton,90222,,,3.0,2,1000.0,1430.0,1000.0,1430.0,1000.0,1430.0,1000.0,1430.0,,,,,,,
El Infierno Taqueria,mexican,,2016 N Santa Fe Ave,Compton,90221,3106359932.0,1.0,4.0,4,,,,,,,,,,,,,,,
Louis Burgers,burgers,,308 E Compton Blvd,Compton,90221,3106375263.0,1.0,2.5,39,,,,,,,,,,,,,,,
Pizza Hut,pizza,italian,153 E Compton Blvd,Compton,90220,3106355900.0,2.0,1.5,51,1000.0,2400.0,1000.0,2400.0,1000.0,2400.0,1000.0,2400.0,1000.0,100.0,1000.0,100.0,1000.0,2400.0,
IHOP,breakfast & brunch,american (traditional),249 E Compton Blvd,Compton,90220,3106388988.0,2.0,3.0,38,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,
Tam's Burgers No 23,american (new),burgers,303 N Alameda St,Compton,90220,3106393045.0,1.0,3.5,40,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,
El Pollo Loco,mexican,fast food,101 East Compton Blvd,Compton,90220,3106317691.0,1.0,2.0,32,930.0,2200.0,930.0,2200.0,930.0,2200.0,930.0,2200.0,930.0,2200.0,930.0,2200.0,930.0,2200.0,
Papa John's Pizza,pizza,,206 E Compton Blvd,Compton,90220,3107475130.0,2.0,2.5,23,1030.0,2300.0,1030.0,2300.0,1030.0,2300.0,1030.0,2300.0,1030.0,2400.0,1030.0,2400.0,1030.0,2300.0,
Burger King,fast food,burgers,290 E Compton Blvd,Compton,90220,3106356345.0,1.0,1.5,18,,,,,,,,,,,,,,,
Yoshinoya Beef Bowl Restaurant,japanese,,152 E Compton Blvd,Compton,90220,4242428060.0,1.0,2.5,18,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,
McDonald's,coffee & tea,burgers,101 S Compton,Compton,90220,3106350688.0,1.0,2.0,16,500.0,2400.0,500.0,2400.0,500.0,2400.0,500.0,2400.0,500.0,2400.0,500.0,2400.0,530.0,2400.0,
Jade Palace Buffet,buffets,,200 E Compton Blvd,Compton,90220,,1.0,3.0,11,,,,,,,,,,,,,,,
Eggroll King No 2,chinese,,219 E Compton Blvd,Compton,90220,3106391707.0,1.0,3.0,10,,,,,,,,,,,,,,,
Subway,sandwiches,fast food,159 E Compton Blvd,Compton,90220,3106329642.0,1.0,5.0,6,,,,,,,,,,,,,,,
Taco Bell,tex-mex,fast food,241 E Compton Blvd,Compton,90220,3108982178.0,1.0,4.0,7,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2400.0,1000.0,2400.0,1000.0,2300.0,
Phat Noodles,noodles,coffee & tea,104 E Compton Blvd,Compton,90220,4243386844.0,1.0,4.5,9,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1800.0,,,
Louisiana Famous Fried Chicken,southern,chicken wings,170 E Compton Blvd,Compton,90220,3106049759.0,1.0,4.0,6,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,
Egg Roll King,chinese,,219 E Compton Blvd,Compton,90221,3106391707.0,,4.0,1,,,,,,,,,,,,,,,
Egg Roll King,chinese,,219 E Compton Blvd,Compton,90220,3106391707.0,,1.0,1,,,,,,,,,,,,,,,
Home Fish,restaurants,,116 E Compton Blvd,Compton,90220,3108982175.0,,3.0,1,,,,,,,,,,,,,,,
La Quinta Real Restaurant,american (new),new mexican cuisine,400 E Compton Blvd,Compton,90221,3106355256.0,,3.0,1,1930.0,145.0,1930.0,145.0,,,,,,,,,,,
505 Food Truck LA,food trucks,new mexican cuisine,,Los Angeles,90018,5053850244.0,2.0,4.0,49,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,,,,
The Tropic Truck,food trucks,caribbean,,Los Angeles,90027,3234776764.0,2.0,4.0,50,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2000.0,900.0,2000.0,
LA Wing Co,food trucks,chicken wings,,Los Angeles,90013,3237394105.0,2.0,4.5,40,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0,,,
Wicked Fish Tacos,food trucks,tacos,1000 W Carson St,Carson,90220,3103435579.0,1.0,5.0,33,1145.0,1400.0,1145.0,1400.0,1130.0,1415.0,1145.0,1415.0,2200.0,200.0,,,,,
Broken Rice Truck,food trucks,asian fusion,,Santa Ana,92707,9494079343.0,1.0,4.5,30,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,
StopBye Café,asian fusion,food trucks,,Los Angeles,90012,4244565533.0,1.0,5.0,24,,,,,,,,,,,,,,,
The Magic Dragon,food trucks,american (traditional),7028 Foothill Blvd,Los Angeles,91042,8189250506.0,1.0,4.5,25,1800.0,2115.0,,,,,,,,,,,,,
Urban Espresso,food trucks,coffee & tea,,Los Angeles,90007,5627946484.0,1.0,4.5,25,,,,,,,,,,,,,,,
Chef C's Smhokin Pot,cajun/creole,food trucks,,Gardena,90249,3102832029.0,2.0,4.5,26,1200.0,2200.0,1100.0,1600.0,,,,,,,,,,,
Scooters Italian Ice,food trucks,italian,,Orange,92705,8553372668.0,1.0,5.0,21,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,
Cheddr Wheel,food trucks,mexican,,Long Beach,90802,5622806099.0,,4.5,20,,,,,,,,,,,,,,,
The Los Angeles Burger Company,burgers,food stands,,Beverly Hills,90210,2135005113.0,,5.0,13,1700.0,2145.0,1300.0,1930.0,1500.0,1930.0,900.0,1300.0,,,,,,,
The Habit Burger Truck,food trucks,burgers,,Irvine,92614,9498518881.0,,4.5,12,,,,,,,,,,,,,,,
Fettes Schwein Food Truck,food trucks,hot dogs,,Los Angeles,90011,3235611675.0,1.0,4.5,14,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,
Tuition Bites,tacos,food stands,12207 Central Ave.,Chino,91710,9093286724.0,2.0,5.0,20,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,
Green Olive Truck,food trucks,falafel,855 W Victoria St,Rancho Dominguez,90220,3109464622.0,2.0,4.0,17,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,1000.0,2300.0,1100.0,2300.0,
The Taco Cartel,food trucks,mexican,2617 Stingle Ave,Rosemead,91770,6264257748.0,,3.5,11,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,,,,
LA Paris Creperie,caterers,food stands,,Anaheim,92805,7149800344.0,1.0,5.0,6,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,
Gordolicious Tacos & Catering,food trucks,mexican,,Los Angeles,90001,6234336267.0,,5.0,3,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,
Mustache Mikes 365,ice cream & frozen yogurt,food stands,Shore Line Aquatic Park,Long Beach,90801,6616097939.0,1.0,5.0,3,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,700.0,2030.0,730.0,2030.0,800.0,2030.0,
Shawarma and Falafel Palace Food Truck,food trucks,middle eastern,7782 San Fernando Rd,Los Angeles,91352,8182824301.0,1.0,1.0,1,,,,,,,,,,,,,,,
Klubokawiarnia La Granda,coffee & tea,cafes,ul. Rewolucji 1905r. 48,Łódź,,48422398708.0,1.0,3.5,2,1000.0,2400.0,1000.0,2400.0,1000.0,2400.0,1000.0,2400.0,1000.0,2400.0,1000.0,2400.0,1500.0,2400.0,
Orfeusz,bars,polish,ul. Narutowicza 43,Łódź,,,,3.5,2,,,,,,,,,,,,,,,
Prestige,pubs,bowling,Pomorska 45/47,Łódź,,48426304344.0,2.0,4.0,6,,,,,,,,,,,,,,,
Bagdad Cafe,social clubs,cafes,ul. Jaracza 45,Łódź,,48426399799.0,2.0,4.5,3,930.0,2200.0,930.0,2200.0,930.0,2200.0,930.0,2200.0,930.0,300.0,1800.0,300.0,,,
Baśniowa Kawiarenka,kids activities,cafes,ul. Narutowicza 79C,Łódź,,48426322121.0,,4.0,1,,,,,,,,,,,,,,,
Solo Pizza,pizza,italian,ul. Narutowicza 43,Łódź,,48426319806.0,2.0,3.0,1,,,,,,,,,,,,,,,
Pierogarnia Teremok,pierogis,,Grzegorza Piramowicza 10,Lodz,,48422071071.0,1.0,4.0,1,,,,,,,,,,,,,,,
Backstage Bar & Grill,karaoke,cocktail bars,10400 Culver Blvd,Culver City,90232,3108393892.0,1.0,4.0,817,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,
Cafe Laurent,french,breakfast & brunch,4243 Overland Ave,Culver City,90230,3105588622.0,2.0,4.0,823,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,
Jackson Market,grocery,delis,4065 Jackson Ave,Culver City,90232,3104258426.0,2.0,4.0,672,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2000.0,
Cinco De Mayo,mexican,,11204 Washington Pl,Culver City,90230,3103915354.0,1.0,3.5,546,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,
Super Pho & Teriyaki,vietnamese,,10953 Venice Blvd,Los Angeles,90034,3102042829.0,1.0,3.5,534,1130.0,1430.0,1630.0,2230.0,1130.0,1430.0,1630.0,2230.0,1130.0,1430.0,1630.0,2230.0,1130.0,1430.0,
Holy Cow BBQ,barbeque,sports bars,4130 Sepulveda Blvd,Culver City,90230,4242988220.0,2.0,4.0,585,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1030.0,2200.0,1030.0,2200.0,
Pampas Grill,brazilian,buffets,3857 Overland Ave,Culver City,90232,3108360080.0,2.0,4.0,532,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2130.0,
LA Vegan,vegan,,4507 S Centinela Ave,Los Angeles,90066,3105749888.0,2.0,4.0,545,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
Jasmine Market,burmese,indian,4135 1/2 Sepulveda Blvd,Culver City,90230,3103133767.0,1.0,4.5,505,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,,
Hopdoddy Burger Bar,american (traditional),burgers,12746 Jefferson Blvd,Playa Vista,90094,3104102337.0,2.0,4.0,545,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0,
El Abajeño,mexican,,4513 Inglewood Blvd,Culver City,90230,3103900755.0,1.0,4.0,522,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2030.0,800.0,2100.0,800.0,2100.0,800.0,2030.0,
Smashburger,burgers,,10704 Venice Blvd,Culver City,90232,3108936244.0,2.0,3.5,463,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,
Creme de la Crepe Bistro,creperies,french,6000 Sepulveda Blvd,Culver City,90230,3103918818.0,2.0,3.5,452,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,
Tacomiendo,mexican,,4502 Inglewood Blvd,Culver City,90230,3109150426.0,1.0,4.0,440,930.0,2200.0,930.0,2200.0,930.0,2200.0,930.0,2200.0,930.0,2200.0,930.0,2200.0,800.0,2200.0,
Buffalo Wild Wings,chicken wings,sports bars,6081 Center Dr,Los Angeles,90045,3103381340.0,2.0,2.5,472,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,2400.0,
Pepe's Tacos,mexican,,4582 S Centinela Ave,Los Angeles,90066,3103918667.0,1.0,4.0,439,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,
Urban Plates,american (new),salad,12746-3 W Jefferson Blvd,Playa Vista,90094,4242567274.0,2.0,4.0,441,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2200.0,1100.0,2200.0,1100.0,2130.0,
El Rincon Criollo,cuban,,4361 Sepulveda Blvd,Culver City,90230,3103914478.0,2.0,3.5,397,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
Denny's,diners,american (traditional),10700 Jefferson Blvd,Culver City,90230,3105595351.0,2.0,2.5,212,,,,,,,,,,,,,,,
King's Kabob,greek,mediterranean,5500 Sawtelle Blvd,Culver City,90230,3103901599.0,1.0,3.5,165,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,1900.0,
Ono Hawaiian BBQ,hawaiian,barbeque,10814 Jefferson Blvd,Culver City,90230,3102028688.0,1.0,3.0,154,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2130.0,1100.0,2130.0,1100.0,2100.0,
Shalimar Cuisine of India,indian,,10708 Jefferson Blvd,Culver City,90230,3108392841.0,2.0,3.5,171,1100.0,1430.0,1700.0,2200.0,1100.0,1430.0,1700.0,2200.0,1100.0,1430.0,1700.0,2200.0,1100.0,1430.0,
Dragon Restaurant,chinese,,10814 Jefferson Blvd,Culver City,90230,3108389868.0,2.0,2.5,182,,,,,,,,,,,,,,,
Coco's Bakery Restaurant,american (traditional),bakeries,5350 Sepulveda Blvd,Culver City,90230,3103977165.0,2.0,2.5,169,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2400.0,600.0,2400.0,600.0,2300.0,
Panera Bread,sandwiches,salad,10990 Jefferson Blvd,Culver City,90230,3103903763.0,2.0,2.5,168,600.0,2100.0,600.0,2100.0,600.0,2100.0,600.0,2100.0,600.0,2100.0,600.0,2100.0,700.0,2000.0,
Joyce's Pizza and Subs,sandwiches,pizza,10712 Jefferson Blvd,Culver City,90230,3102040206.0,1.0,3.5,125,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1100.0,2100.0,1130.0,1830.0,
Sushi Mashiko,sushi bars,japanese,10726 Jefferson Blvd,Culver City,90230,3102800198.0,2.0,3.5,104,1630.0,2200.0,1630.0,2200.0,1630.0,2200.0,1630.0,2200.0,1630.0,2200.0,1630.0,2200.0,,,
Campos Tacos Ferman,tacos,breakfast & brunch,10814 Jefferson Blvd,Culver City,90230,3102042659.0,1.0,3.0,104,830.0,2100.0,830.0,2100.0,830.0,2100.0,830.0,2100.0,830.0,2100.0,830.0,2100.0,900.0,2000.0,
King's Cafe,coffee & tea,sandwiches,5508 Sawtelle Blvd,Culver City,90230,3103989019.0,1.0,4.0,59,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2100.0,800.0,2100.0,900.0,2100.0,,,
Jack In The Box,fast food,burgers,5400 Sepulveda Blvd,Culver City,90230,3103974931.0,1.0,2.5,53,,,,,,,,,,,,,,,
Pizza Hut,pizza,italian,10780 Jefferson Blvd,Culver City,90230,3108389600.0,1.0,2.0,52,,,,,,,,,,,,,,,
Flame Broiler,fast food,,10758 Jefferson Blvd,Culver City,90230,4243615041.0,1.0,3.0,42,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,
Subway,sandwiches,fast food,10814 Jefferson Blvd,Culver City,90230,3108367827.0,1.0,3.0,36,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,800.0,2200.0,
Burger King,fast food,burgers,10812 Jefferson Blvd,Culver City,90230,3105583202.0,1.0,2.5,33,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,700.0,2400.0,
Panda Express,chinese,fast food,11030 W Jefferson Blvd,Culver City,90230,3103988997.0,1.0,2.5,17,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,
Cafe West,american (new),,9000 Overland Ave,Culver City,90230,,1.0,2.5,7,,,,,,,,,,,,,,,
Meet in Paris,french,bars,9727 Culver Blvd,Culver City,90232,3108158222.0,2.0,4.0,1210,1030.0,2130.0,1030.0,2145.0,1030.0,2145.0,1030.0,2145.0,1030.0,2230.0,900.0,2230.0,900.0,2130.0,
Natalee Thai,thai,,10101 Venice Blvd,Los Angeles,90034,3102027003.0,2.0,3.5,1124,1115.0,2230.0,1115.0,2230.0,1115.0,2230.0,1115.0,2230.0,1115.0,2300.0,1115.0,2300.0,1115.0,2230.0,
Kayndaves,mexican,,9341 Culver Blvd,Culver City,90232,3105588100.0,2.0,3.5,1093,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1000.0,2130.0,
Cafe Vida,breakfast & brunch,cafes,9755 Culver Blvd,Culver City,90232,3102870140.0,2.0,4.0,931,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2100.0,
The Wallace,american (new),tapas/small plates,3833 Main St,Culver City,90232,3102026400.0,2.0,4.0,930,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,
Lukshon,asian fusion,american (new),3239 Helms Ave,Culver City,90232,3102026808.0,3.0,3.5,823,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,
City Tavern,gastropubs,american (new),9739 Culver Blvd,Culver City,90232,3108389739.0,2.0,3.5,829,1130.0,2100.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1000.0,2300.0,1000.0,2100.0,
Wildcraft,pizza,italian,9725 Culver Blvd,Culver City,90232,3108158100.0,2.0,4.0,820,1200.0,2100.0,1200.0,2100.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1100.0,2200.0,1100.0,2100.0,
Sushi Zo,japanese,sushi bars,9824 National Blvd,Los Angeles,90034,4242015576.0,4.0,4.0,705,1200.0,1400.0,1800.0,2130.0,1200.0,1400.0,1800.0,2130.0,1200.0,1400.0,1800.0,2130.0,1200.0,1400.0,
S & W Country Diner,breakfast & brunch,diners,9748 Washington Blvd,Culver City,90232,3102045136.0,1.0,3.5,696,700.0,1400.0,700.0,1400.0,700.0,1400.0,700.0,1400.0,700.0,1400.0,800.0,1500.0,800.0,1500.0,
K-ZO,japanese,sushi bars,9240 Culver Blvd,Culver City,90232,3102028890.0,3.0,4.0,669,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0,
The Culver Hotel Bar & Restaurant,american (new),breakfast & brunch,9400 Culver Blvd,Culver City,90232,3105589400.0,2.0,4.0,586,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,100.0,700.0,200.0,700.0,200.0,700.0,2400.0,
El Nopal Mexican Restaurant,mexican,,10426 National Blvd,Los Angeles,90034,3105594732.0,2.0,4.0,610,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1000.0,100.0,1000.0,100.0,1000.0,2200.0,
Porto's Bakery & Cafe,bakeries,cuban,8233 Firestone Blvd,Downey,90241,5628628888.0,1.0,4.5,5625,630.0,2030.0,630.0,2030.0,630.0,2030.0,630.0,2030.0,630.0,2030.0,630.0,2030.0,700.0,1900.0,
Tropicana Bakery & Cuban Café,bakeries,cuban,10218 Paramount Blvd,Downey,90241,5628068343.0,1.0,3.5,1481,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,700.0,2300.0,700.0,2200.0,
Lock & Key Social Drinkery and KiTCHEN,burgers,cocktail bars,11033 Downey Ave,Downey,90241,5628228281.0,2.0,4.0,1103,1700.0,2330.0,1130.0,2400.0,1130.0,2400.0,1130.0,100.0,1130.0,200.0,1400.0,200.0,1130.0,2400.0,
The Marketplace Grill Cafe,american (new),mediterranean,7877 Florence Ave,Downey,90240,5629278700.0,2.0,4.0,993,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,800.0,2200.0,800.0,2200.0,
Gloria's Cocina Mexicana,mexican,,7401 Florence Ave,Downey,90240,5627761488.0,2.0,3.5,764,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2300.0,800.0,2300.0,800.0,2100.0,
Green Olive Restaurant,mediterranean,,9234 Lakewood Blvd,Downey,90240,5628628080.0,2.0,4.0,697,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,
The 20/20 Draft House,mexican,sports bars,8228 Firestone Blvd,Downey,90241,5628617970.0,2.0,2.5,798,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1200.0,200.0,1200.0,200.0,1200.0,2300.0,
Narai Thai Cuisine,thai,,7611 Firestone Blvd,Downey,90241,5629284632.0,2.0,4.0,618,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2200.0,1100.0,2200.0,1100.0,2130.0,
Downey Pizza Co,pizza,sports bars,9026 Florence Ave,Downey,90240,5628621112.0,2.0,3.5,612,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0,
